"","MOLM13_2W_2","MOLM13_WT_1","MV4_11_6W_1","MV4_11_WT_1","OCI_6W_2","OCI_WT_1","MOLM13_2W_3","MOLM13_6W_1","MOLM13_6W_2","MOLM13_6W_3","MOLM13_WT_2","MOLM13_WT_3","MV4_11_2W_1","MV4_11_2W_2","MV4_11_2W_3","MV4_11_6W_2","MV4_11_6W_3","MV4_11_WT_2","MV4_11_WT_3","OCI_2W_1","OCI_2W_2","OCI_2W_3","OCI_6W_1","OCI_6W_3","OCI_WT_2","OCI_WT_3"
"Q6IPR1",0.91804,0.92519,0.92083,0.90188,0.92747,0.91392,0.91796,0.91994,0.92604,0.94087,0.92756,0.93521,0.90982,0.87673,0.89354,0.90001,0.89941,0.90487,0.91189,0.90302,0.92582,0.92959,0.91832,0.91397,0.92742,0.93458
"Q6IPR3",0.92659,0.92814,0.95367,0.93614,0.95702,0.9368,0.92834,0.93699,0.91788,0.91826,0.93221,0.93251,0.92811,0.9239,0.91101,0.92437,0.90727,0.92735,0.93474,0.95829,0.93859,0.94685,0.9444,0.9547,0.95022,0.94395
"Q6IPU0",0.88227,0.89098,0.89275,0.85502,0.87005,0.86392,0.88227,0.89159,0.87687,0.87771,0.87924,0.89191,0.8711,0.85978,0.86419,0.86341,0.87733,0.87758,0.88369,0.88333,0.84717,0.86663,0.88955,0.87688,0.88392,0.87615
"Q6IQ19",0.77405,0.80098,0.810948992764107,0.79648,0.8286,0.84759,0.81322,0.80693,0.81662,0.805450486558204,0.793070898865552,0.78852,0.81134,0.799051727147345,0.82656,0.79351,0.805527926895639,0.7803,0.807915078999069,0.83633,0.827535613227279,0.83645,0.83308,0.79675,0.84179,0.84185
"Q6IQ21",0.85519,0.85264,0.87384,0.85374,0.81373,0.82348,0.86093,0.8449,0.85096,0.86453,0.86826,0.85904,0.85331,0.84542,0.86445,0.8579,0.84785,0.83267,0.84986,0.835160102221108,0.86125,0.836427313587442,0.80598,0.81877,0.82775,0.82883
"Q6IQ22",0.92156,0.91025,0.91186,0.94276,0.94503,0.93974,0.91778,0.89776,0.9106,0.90859,0.88491,0.8918,0.94544,0.93795,0.94743,0.93406,0.93713,0.94486,0.9451,0.93733,0.92307,0.92271,0.93533,0.94088,0.92308,0.92324
"Q6IQ32",0.87924,0.87639,0.87737,0.86608,0.88688,0.87915,0.88432,0.85473,0.86167,0.87723,0.87333,0.86679,0.87175,0.87386,0.86883,0.86959,0.87259,0.89437,0.88321,0.87875,0.89044,0.88641,0.85754,0.87702,0.89248,0.88712
"Q6IQ49",1.08648,1.07528,1.07254,1.08263,1.07352,1.07688,1.09181,1.08067,1.08656,1.07711,1.0696,1.06647,1.07234,1.06502,1.0782,1.07202,1.06299,1.06884,1.07104,1.08391,1.08648,1.08036,1.06578,1.07699,1.08733,1.08835
"Q6JBY9",1.11183,1.05861,1.06327,1.10979,1.07929,1.11172,1.09872,1.05806,1.09227,1.04521,1.05557,1.05904,1.09532,1.0879,1.11042,1.11827,1.10461,1.09209,1.09405,1.10142,1.08792,1.08614,1.07983,1.08651,1.10802,1.09987
"Q6JQN1",0.94672,0.968,0.95395,0.96566,0.95639,0.964,0.95251,0.95917,0.96958,0.95709,0.96702,0.9691,0.9936,0.98271,0.961,0.95842,0.98233,0.98314,0.97931,0.93614,0.95677,0.95888,0.95109,0.9428,0.96614,0.95825
"Q6KC79",1.08132,1.07997,1.08755,1.04018,1.06979,1.06325,1.08228,1.07724,1.07566,1.08267,1.07472,1.07426,1.05312,1.05823,1.05224,1.0452,1.05266,1.04908,1.04527,1.06873,1.08049,1.06785,1.08303,1.06123,1.06921,1.07216
"Q6L8Q7",1.06558,1.07355,1.0766,1.08443,1.05808,1.0685,1.0706,1.0788,1.07808,1.07172,1.06878,1.07175,1.07919,1.07333,1.07412,1.07531,1.07366,1.08278,1.08498,1.05586,1.06902,1.0565,1.05439,1.05736,1.06532,1.06057
"Q6MZP7",0.9026,0.90845,0.91041,0.90298,0.91398,0.91094,0.91743,0.91114,0.9152,0.92567,0.89251,0.90621,0.9204,0.90858,0.90485,0.9121,0.93077,0.91944,0.92703,0.91609,0.91815,0.92127,0.91184,0.91158,0.93409,0.93299
"Q6N021",0.88479,0.87849,0.87419,0.85949,0.94843,0.95766,0.87728,0.89088,0.87498,0.87422,0.85418,0.8702,0.87199,0.88445,0.86693,0.88521,0.87952,0.87655,0.86892,0.90255,0.94265,0.92387,0.95128,0.94415,0.94149,0.93927
"Q6N043",0.9489,0.94572,0.94275,0.89484,0.93787,0.93167,0.94403,0.9152,0.95332,0.96845,0.94161,0.95235,0.9175,0.89528,0.90112,0.89812,0.92485,0.93164,0.9195,0.93495,0.93828,0.9383,0.92112,0.92628,0.94413,0.9441
"Q6N063",0.95965,0.941444522920165,0.97117,0.96883,0.92207,0.923447454430504,0.92802,0.93702,0.93698,0.92368,0.94259,0.94049,0.93698,0.95803,0.94955,0.95013,0.93962,0.95783,0.96042,0.91856,0.90998,0.91875,0.90329,0.91327,0.92347,0.9156
"Q6N069",1.11923,1.11869,1.1192,1.06262,1.08534,1.0809,1.11904,1.1184,1.09159,1.11642,1.11164,1.11226,1.06507,1.06195,1.06155,1.05601,1.0615,1.06616,1.06688,1.07845,1.07899,1.08313,1.07973,1.07978,1.06964,1.07323
"Q6NT76",0.87493,0.8817,0.88542,0.85651,0.89819,0.89913,0.88652,0.87643,0.89969,0.9066,0.87989,0.89403,0.87063,0.86747,0.84706,0.86388,0.85047,0.85682,0.87371,0.87709,0.86142,0.89533,0.89138,0.87009,0.89944,0.90878
"Q6NUJ5",0.87623,0.86135,0.86687,0.87901,0.89666,0.87243,0.87997,0.86564,0.86963,0.87049,0.86653,0.86983,0.8885,0.88364,0.87947,0.8749,0.88406,0.88715,0.8857,0.89652,0.89026,0.8829,0.88482,0.87306,0.88496,0.8674
"Q6NUK1",1.03736,1.01345,1.02657,1.07804,1.08274,1.08855,1.03824,1.01877,1.06689,1.0227,1.01445,1.01818,1.10386,1.10047,1.10458,1.09553,1.08953,1.07593,1.07711,1.06096,1.06572,1.07566,1.07831,1.07768,1.08317,1.08164
"Q6NUK4",0.95043,0.97368,0.96888,0.939,0.914269584428347,0.90179,0.95957,0.96806,0.95337,0.95606,0.97564,0.97306,0.89758,0.9178,0.90734,0.91279,0.88857,0.91548,0.92174,0.89839,0.90717237346866,0.87359,0.92285,0.90004,0.91059,0.8865
"Q6NUM9",0.96588,0.96113,0.96229,0.98229,0.95796,0.96472,0.97082,0.95382,0.94877,0.95716,0.97131,0.96899,0.98379,0.98192,0.98549,0.98833,0.98147,0.9849,0.98819,0.97129,0.96758,0.97019,0.96511,0.95437,0.9739,0.9665
"Q6NUQ1",0.96057,0.97085,0.98614,0.97151,0.96499,0.94778,0.96938,0.98639,0.97672,0.97377,0.97973,0.98295,0.96647,0.98178,0.97391,0.97452,0.97463,0.9731,0.96986,0.94855,0.97301,0.95868,0.96664,0.98139,0.95886,0.96353
"Q6NUQ4",1.039,1.03906,1.04249,1.04041,1.06591,1.04286,1.04586,1.04052,1.04613,1.04902,1.04213,1.04803,1.04387,1.03941,1.03689,1.03201,1.04143,1.04853,1.04717,1.06793,1.06939,1.06658,1.09027,1.07248,1.05231,1.04565
"Q6NUS6",0.89016,0.91748,0.91613,0.91307,0.8918,0.91714,0.89262,0.90634,0.8847,0.88874,0.90933,0.90437,0.89676,0.89681,0.90572,0.90878,0.90116,0.89934,0.90916,0.89767,0.88928,0.87529,0.88958,0.88948,0.89978,0.90023
"Q6NVV7",0.90556,0.8926,0.87982,0.89328,0.89734,0.90957,0.9067,0.89456,0.89424,0.90497,0.89026,0.91204,0.90282,0.898360223783478,0.90574,0.898655818706735,0.88462,0.92179,0.91007,0.906194951555185,0.88172,0.88452,0.89922,0.90426,0.91074,0.91082
"Q6NVY1",1.0638,1.06456,1.06302,1.08939,1.06144,1.04996,1.06123,1.05841,1.09322,1.06412,1.05879,1.06123,1.09034,1.08204,1.06962,1.07837,1.08403,1.093,1.09558,1.0344,1.0451,1.04949,1.04291,1.04763,1.05403,1.05353
"Q6NW29",1.08602,1.07432,1.09184,1.08263,1.06902,1.06656,1.08243,1.08299,1.08229,1.08668,1.07468,1.07493,1.06627,1.06345,1.08145,1.07585,1.06983,1.07023,1.06999,1.07024,1.06012,1.06721,1.07224,1.06932,1.06487,1.06469
"Q6NW34",0.99805,1.01415,1.00847,0.9875,1.00641,0.98632,1.0085,0.99815,1.00973,1.01223,1.00126,1.00459,1.00735,1.0186,1.00122,0.99189,0.99777,1.0023,1.00639,1.00135,1.01801,1.00465,0.98963,0.98907,1.0067,1.00834
"Q6NXE6",1.08744,1.08495,1.07638,1.08403,1.06985,1.05153,1.08913,1.09162,1.07548,1.09785,1.08118,1.0889,1.09357,1.08593,1.08164,1.06838,1.09061,1.08733,1.09377,1.06413,1.07226,1.06973,1.06302,1.07351,1.06682,1.06418
"Q6NXR4",0.98172,0.99019,0.99233,0.98508,0.98832,0.99121,0.99215,0.99974,0.99618,0.99133,0.98679,0.99519,0.99463,0.98317,0.98646,0.98477,0.99866,0.99343,0.99356,0.98913,1.00201,0.99723,0.99244,1.00697,0.99744,0.99923
"Q6NYC1",1.02486,1.02079,1.00646,1.00619,1.05513,1.03331,1.01793,1.01468,1.03012,1.0183,1.01049,1.01208,1.01549,1.00842,1.00472,1.00191,1.01446,1.01473,1.01219,1.0574,1.05616,1.05004,1.06193,1.04709,1.0363,1.03384
"Q6NYC8",1.0296,1.00078,1.02445,1.0343,1.0922,1.06828,1.02781,1.02262,1.03025,1.02539,1.01215,1.01217,1.04073,1.05129,1.05312,1.0388,1.03276,1.02407,1.022,1.09983,1.09605,1.09584,1.10391,1.08355,1.07293,1.07118
"Q6NZY4",1.10832,1.11112,1.11783,1.07024,1.06768,1.0783,1.10853,1.12018,1.10462,1.1058,1.11433,1.1073,1.06678,1.07189,1.0759,1.08317,1.07559,1.07214,1.06632,1.07635,1.07953,1.06967,1.08283,1.06557,1.08001,1.07317
"Q6P087",0.92037,0.92344,0.92329,0.96806,0.96013,0.96909,0.92813,0.93796,0.93545,0.93207,0.91945,0.92709,0.9823,0.97305,0.95077,0.94216,0.96151,0.97259,0.97166,0.94884,0.97064,0.97528,0.95982,0.96563,0.97436,0.96709
"Q6P0N0",0.94476,0.96609,0.96823,0.91532,0.91605,0.94148,0.95984,0.95866,0.96242,0.97475,0.94989,0.95399,0.92559,0.92399,0.90522,0.92112,0.9252,0.9258,0.93303,0.93651,0.94713,0.9392,0.92646,0.90971,0.95633,0.95763
"Q6P158",0.92964,0.94031,0.94806,0.9144,0.89815,0.87991,0.93606,0.94488,0.9364,0.94835,0.94004,0.93513,0.91492,0.91817,0.91833,0.92505,0.91853,0.91846,0.91203,0.88626,0.88285,0.88357,0.88947,0.90002,0.88597,0.88598
"Q6P161",1.03731,1.04063,1.0388,1.05727,1.01891,1.00602,1.03086,1.05004,1.04047,1.03773,1.05553,1.03911,1.04291,1.057,1.0672,1.06241,1.04436,1.03656,1.03953,1.01779,1.00808,1.02121,1.00801,1.02585,1.01674,1.01993
"Q6P1A2",0.94391,0.93634,0.94643,0.97468,0.96238,0.98781,0.94934,0.94315,0.94991,0.93524,0.93381,0.9365,0.97326,0.977,0.96701,0.97169,0.96439,0.96845,0.97411,0.94978,0.9576,0.962,0.983,0.96068,0.98563,0.98024
"Q6P1J9",1.0573,1.04308,1.04846,1.03665,1.0574,1.06938,1.06299,1.04342,1.06348,1.05347,1.04371,1.04446,1.04453,1.0427,1.03922,1.04314,1.05102,1.04999,1.04914,1.07393,1.07412,1.0738,1.05931,1.06224,1.0804,1.07809
"Q6P1K2",1.02605,1.00119,1.01038,0.99806,1.0186,1.02202,1.01641,1.02132,1.02996,1.02634,1.00547,0.99624,0.99914,0.99283,0.99953,0.98791,1.00734,0.996,0.99883,1.01834,1.03007,1.01971,1.00881,1.01297,1.03315,1.02543
"Q6P1K8",0.99653,1.00426,1.00421,0.99489,1.00087,0.98505,0.99526,0.99126,1.00763,1.00209,0.99513,1.00311,1.004,0.99846,0.99096,1.00189,0.99596,1.00849,1.00566,0.98799,0.98573,0.99695,0.98897,0.99451,0.98861,0.98981
"Q6P1L5",0.92779,0.91628,0.90938,0.94542,0.94207,0.9335,0.90097,0.90598,0.92339,0.90498,0.91377,0.91872,0.95533,0.95179,0.96971,0.92275,0.96317,0.936,0.93831,0.93905,0.94663,0.94081,0.9375,0.93861,0.94133,0.93407
"Q6P1L8",1.02874,1.03425,1.03411,1.04328,1.01216,1.01574,1.03163,1.04142,1.03574,1.02918,1.03722,1.04089,1.05721,1.04128,1.05012,1.04376,1.05294,1.05829,1.06034,1.01566,1.0109,1.00089,1.01773,1.01765,1.0058,1.00271
"Q6P1M0",0.97646,0.98101,0.98393,0.99936,0.9777,0.98032,0.98176,0.97779,0.97161,0.96909,0.98242,0.97796,0.98522,0.98856,0.98876,0.99501,0.9839,0.98877,0.98785,0.98839,0.97785,0.98978,0.98265,0.97763,0.98141,0.98368
"Q6P1N0",1.00765,0.99108,1.00208,1.02198,1.00314,0.99845,1.00637,1.00376,0.99292,1.00165,0.98702,0.99114,1.03301,1.02272,1.03181,1.02674,1.03131,1.02586,1.02428,1.00746,1.005,1.00564,1.00655,1.00238,1.00821,1.00555
"Q6P1N9",1.10763,1.10983,1.09984,1.07134,1.08797,1.07795,1.10638,1.108,1.12472,1.11874,1.09937,1.11158,1.0823,1.07098,1.07483,1.07196,1.07228,1.07227,1.07435,1.07017,1.08001,1.08032,1.07878,1.07673,1.0822,1.08181
"Q6P1Q0",0.97455,0.98149,0.98261,0.96681,0.96364,0.95162,0.97702,0.9783,0.95921,0.96061,0.98602,0.98191,0.96185,0.96562,0.94002,0.96572,0.93868,0.9655,0.95493,0.93541,0.90043,0.93273,0.95629,0.95104,0.93786,0.92121
"Q6P1Q9",0.93345,0.93381,0.94008,0.95655,1.0023,0.96986,0.9375,0.94644,0.95367,0.95343,0.94412,0.94238,0.97301,0.9607,0.95696,0.94957,0.96574,0.97323,0.97998,1.00387,1.01142,1.00079,1.00719,1.02165,0.99878,0.99297
"Q6P1R4",0.94885,0.95848,0.9728,0.97609,0.96286,0.96878,0.95369,0.9517,0.96652,0.95517,0.95425,0.95503,0.97262,0.97496,0.96748,0.97425,0.97647,0.97296,0.98034,0.95991,0.96037,0.96924,0.96759,0.97006,0.96453,0.96709
"Q6P1X5",0.96069,0.96906,0.97635,0.94408,0.9406,0.94368,0.97314,0.96909,0.96034,0.97461,0.95512,0.95794,0.9526,0.93709,0.94129,0.95052,0.95413,0.95809,0.95071,0.94577,0.94576,0.94574,0.94075,0.94176,0.95305,0.95266
"Q6P1X6",1.04027,1.04968,1.01874,1.05542,1.0192,1.01558,1.03394,1.01936,1.03792,1.02016,1.03759,1.04189,1.06222,1.05977,1.04829,1.03777,1.04585,1.05668,1.05716,1.00805,1.00896,1.01138,1.00892,1.01915,1.01744,1.01426
"Q6P2C8",0.96092,0.96513,0.94884,0.97924,0.95855,0.964,0.97691,0.96912,0.9665,0.9709,0.97191,0.97962,0.96969,0.98123,0.97554,0.97707,0.97222,0.98564,0.98334,0.97066,0.97638,0.97312,0.97038,0.96277,0.96879,0.97212
"Q6P2E9",1.08,1.0829,1.08484,1.09134,1.0887,1.07778,1.0758,1.09441,1.08607,1.08825,1.0785,1.07717,1.0914,1.09013,1.08202,1.07446,1.08591,1.08747,1.09153,1.07762,1.08482,1.07838,1.0819,1.0859,1.08005,1.08013
"Q6P2H3",0.97478,0.98363,0.97944,0.98231,0.98057,0.97947,0.97555,0.98412,0.98238,0.98495,0.97814,0.98024,0.96878,0.97088,0.97272,0.96586,0.96618,0.97046,0.97652,0.97866,0.9807,0.97938,0.97512,0.97049,0.97717,0.98154
"Q6P2P2",0.93056,0.90272,0.91165,0.8999,0.92924,0.91745,0.91731,0.87689,0.92306,0.91663,0.90324,0.91186,0.91965,0.90338,0.90092,0.91136,0.91238,0.91855,0.91324,0.92679,0.93071,0.92289,0.90617,0.92523,0.93281,0.92828
"Q6P2Q9",1.15184,1.15597,1.15532,1.14285,1.15091,1.14443,1.1564,1.14372,1.14853,1.15772,1.15614,1.15386,1.14833,1.14851,1.14494,1.14731,1.15626,1.16172,1.15676,1.15806,1.15359,1.15448,1.15411,1.15855,1.15438,1.15142
"Q6P3W7",1.00295,0.99407,1.00476,1.01207,1.00317,1.00701,1.00459,0.99918,1.00121,0.99108,1.00185,0.99389,1.01842,1.01792,1.01655,1.01638,1.00727,1.01794,1.01302,1.0095,0.98804,0.99945,1.01578,1.01799,0.99614,0.99564
"Q6P3X3",0.99706,1.00846,1.01334,1.01575,0.95886,0.96634,0.99867,1.00617,1.00073,1.00221,1.00684,1.0067,1.00832,1.01044,1.00859,0.9943,1.01026,1.01661,1.01218,0.96713,0.95836,0.95917,0.96582,0.97349,0.96655,0.96271
"Q6P444",0.96439,0.96621,0.96977,0.9594,0.95295,0.96121,0.96107,0.98035,0.96671,0.96371,0.97188,0.96952,0.95813,0.95316,0.95802,0.94106,0.96513,0.95929,0.96524,0.95855,0.96944,0.95909,0.95124,0.93522,0.97469,0.97397
"Q6P4A7",1.01045,1.02661,1.00768,1.02266,0.98758,0.9792,1.01637,1.0177,1.00685,1.0208,1.0211,1.02055,1.01682,1.01501,1.02132,1.0113,1.01795,1.01749,1.01388,0.96645,0.97903,0.98206,0.97362,0.97209,0.97945,0.98508
"Q6P4E1",0.95226,0.9525,0.9455,0.98237,0.96137,0.96103,0.93554,0.92757,0.94566,0.95436,0.94633,0.94389,0.97478,0.95885,0.98736,0.97836,0.97281,0.97391,0.98269,0.96613,0.96955,0.95269,0.97342,0.96371,0.95644,0.95463
"Q6P4F2",1.00449,1.01495,1.02294,1.01685,0.95944,0.95451,1.02421,1.01962,0.99433,1.02042,1.02734,1.02761,1.00528,1.01179,1.02596,1.01371,1.01253,1.00292,1.00451,0.98478,0.95712,0.96682,0.96605,0.96816,0.95205,0.9614
"Q6P4F7",0.9641,0.97893,0.97799,0.95342,0.9184,0.9288,0.95903,0.98726,0.9731,0.98708,0.97982,0.9807,0.95184,0.95056,0.9521,0.92808,0.96107,0.95849,0.96325,0.9412,0.95064,0.93996,0.92836,0.91759,0.94804,0.95011
"Q6P4I2",1.04037,1.03757,1.04685,1.05948,1.03829,1.03096,1.04987,1.05189,1.05476,1.06905,1.04383,1.05388,1.07443,1.06457,1.06632,1.07331,1.07289,1.06755,1.06768,1.04353,1.04277,1.04726,1.02905,1.04662,1.04578,1.04789
"Q6P4Q7",0.89188,0.87937,0.89032,0.92732,0.93525,0.92333,0.87633,0.89176,0.91603,0.88289,0.8883,0.88308,0.91567,0.91141,0.93129,0.93173,0.93515,0.92291,0.91641,0.92787,0.92146,0.92615,0.92096,0.92202,0.90964,0.92822
"Q6P4R8",0.95253,0.95477,0.95724,0.94033,0.97107,0.95539,0.96295,0.95273,0.96425,0.97603,0.95351,0.9576,0.95792,0.95187,0.94608,0.95271,0.96369,0.95996,0.95871,0.96375,0.97431,0.97361,0.9686,0.96065,0.97341,0.97976
"Q6P582",1.00122,0.98548,1.01157,0.99369,1.00234,1.01185,0.99614,1.01195,1.01783,0.99955,1.00742,1.00135,1.02991,1.01269,1.01495,0.98986,1.00235,0.98813,0.99921,1.02838,1.02227,1.02438,1.01471,1.01457,1.01915,1.01955
"Q6P587",0.9566,0.96932,0.95458,0.97781,0.98071,0.98282,0.95365,0.9384,0.95904,0.93541,0.96052,0.96293,0.96631,0.95672,0.95707,0.95853,0.96357,0.96507,0.97583,0.98213,0.97137,0.98419,0.96629,0.97969,0.98334,0.98435
"Q6P589",1.06377,1.03832,1.04577,1.03592,1.08376,1.07763,1.06074,1.02104,1.07503,1.03028,1.0233,1.02892,1.07206,1.06485,1.05228,1.10906,1.07548,1.05063,1.03218,1.07919,1.07758,1.08307,1.06544,1.04412,1.07586,1.07352
"Q6P5X5",0.97535,0.96136,0.93254,0.89549,0.90174,0.88021,0.92312,0.94851,0.9654,0.9469,0.96884,0.96734,0.8977,0.88745,0.89814,0.88321,0.90172,0.89751,0.89616,0.88752,0.88594,0.89951,0.89771,0.89619,0.8831,0.88674
"Q6P5Z2",0.81354,0.81916,0.83822,0.81107,0.81005,0.79926,0.810622714052293,0.813880832691645,0.83764,0.82537,0.82553,0.78138,0.84598,0.84304,0.83412,0.826606629850322,0.85752,0.83468,0.82216,0.81619,0.8456,0.82588,0.820502987827046,0.812051300703828,0.80776,0.82941
"Q6P6B7",0.89289,0.87953,0.87056,0.88268,0.89693,0.87953,0.88935,0.88191,0.91222,0.91154,0.88786,0.88405,0.88838,0.88154,0.84909,0.87395,0.88595,0.89788,0.89935,0.89079,0.87413,0.90641,0.85358,0.89413,0.88877,0.88627
"Q6P6C2",1.00151,0.99788,1.00493,1.02409,1.01614,1.01924,1.01474,1.0068,1.0235,1.01506,1.00374,0.99575,1.02171,1.01546,1.01417,1.02173,1.02463,1.02557,1.03108,1.01752,1.01842,1.02171,1.01995,1.01957,1.02203,1.02404
"Q6P996",1.04704,1.04886,1.04908,1.06627,1.06303,1.05992,1.03538,1.03983,1.05796,1.04091,1.03954,1.04128,1.06051,1.05507,1.05691,1.0568,1.05234,1.06104,1.06365,1.05309,1.04732,1.04987,1.05659,1.06078,1.05835,1.05528
"Q6P9B6",0.88655,0.90286,0.90931,0.96657,0.96301,0.98245,0.88807,0.899091443603492,0.89146,0.87477,0.898502159295101,0.86396,0.96513,0.96503,0.96676,0.96508,0.96833,0.94804,0.95711,0.96706,0.96507,0.97518,0.97245,0.96922,0.95806,0.97021
"Q6P9B9",0.99159,0.98365,0.97746,0.97201,0.99912,0.98335,0.99087,0.97842,0.99976,0.99743,0.98775,0.98972,0.99225,0.98422,0.9783,0.98645,0.99358,1.00048,0.99707,0.9943,1.01118,1.00396,0.99228,0.99487,1.00088,1.00212
"Q6P9G4",0.936,0.89812,0.91248,0.83194,0.88189,0.88435,0.93332,0.90375,0.92039,0.89805,0.92714,0.93229,0.87426,0.878752860521724,0.8755,0.872731979121478,0.86369,0.86868,0.87658,0.8874,0.88759,0.89447,0.89972,0.8853,0.899,0.88965
"Q6PCB5",0.98127,0.98112,0.98038,0.9598,0.9741,0.96643,0.97732,0.98361,0.98456,0.98572,0.97157,0.97102,0.96396,0.95204,0.94981,0.96201,0.97367,0.96904,0.96611,0.96784,0.96307,0.96424,0.96496,0.97137,0.96604,0.965
"Q6PCB7",0.90602,0.89225,0.89771,0.98992,0.91497,0.91616,0.91529,0.86346,0.87153,0.88822,0.90638,0.90437,1.00815,1.00044,1.0045,1.00122,0.99369,0.99366,0.9868,0.92029,0.91757,0.92337,0.90194,0.91459,0.9186,0.92205
"Q6PCB8",1.03827,1.05558,1.0595,0.99864,0.96226,0.98149,1.01059,1.06194,1.08232,1.07226,1.05262,1.05328,0.97951,0.98118,0.9814,0.98165,0.99831,0.99107,0.98157,0.96501,0.95894,0.96863,0.96357,0.96852,0.98726,0.98188
"Q6PCD5",0.82258,0.78252,0.80378,0.76967,0.80839,0.83622,0.78053,0.81809,0.81315,0.80717,0.78973,0.73898,0.79803,0.77482,0.78459,0.75756,0.80874,0.81589,0.79546,0.78904,0.81543,0.78451,0.77204,0.80128,0.80373,0.81159
"Q6PCE3",0.90485,0.89415,0.91503,0.86966,0.89336,0.9366,0.90299,0.89223,0.88895,0.89601,0.90908,0.89021,0.81825,0.88468,0.869158753857013,0.87957,0.8754,0.83747,0.84557,0.90409,0.8786,0.90575,0.92882,0.90928,0.92351,0.92044
"Q6PCT2",0.90917,0.9053,0.87215,0.92034,0.92608,0.93326,0.86254,0.87763,0.88908,0.86936,0.87269,0.88217,0.92342,0.91784,0.92227,0.90686,0.93167,0.93639,0.92792,0.91117,0.92367,0.91755,0.911392681105534,0.90862,0.90123,0.91264
"Q6PD62",1.04144,1.03458,1.04018,1.02453,1.04983,1.05145,1.04982,1.0324,1.04473,1.0427,1.02669,1.03075,1.03354,1.02936,1.02392,1.03209,1.03877,1.04468,1.03942,1.06111,1.05932,1.05814,1.05082,1.05457,1.06207,1.0608
"Q6PD74",1.05753,1.05018,1.05978,1.05795,1.0511,1.03413,1.03918,1.05334,1.04442,1.08511,1.04348,1.03615,1.05146,1.05282,1.05749,1.05047,1.04745,1.05691,1.06247,1.03348,1.03012,1.03264,1.03183,1.03335,1.04689,1.04235
"Q6PEY2",0.92118,0.91299,0.88072,0.84961,1.00859,0.9889,0.94183,0.94654,0.94173,0.95101,0.91147,0.93203,0.92505,0.88321,0.90391,0.90881,0.91015,0.88203,0.88965,1.04796,1.04183,1.04815,1.02386,1.01808,1.02856,1.02977
"Q6PFW1",0.96651,0.97072,0.9732,0.95336,0.94425,0.96182,0.96573,0.97466,0.96659,0.99518,0.96295,0.96121,0.9447,0.9523,0.95326,0.96265,0.94446,0.95259,0.95099,0.93755,0.94535,0.94288,0.93278,0.94685,0.94739,0.94554
"Q6PGN9",0.84932,0.82864,0.86514,0.84661,0.82215,0.88572,0.83659,0.8703,0.84554,0.83797,0.82644,0.82775,0.84271,0.84428,0.85852,0.86732,0.86512,0.83009,0.83834,0.88556,0.86337,0.86219,0.82696,0.82437,0.87742,0.88567
"Q6PGP7",1.02486,1.03945,1.03414,1.02608,1.02097,1.02217,1.02332,1.0353,1.03649,1.02247,1.03327,1.03811,1.0253,1.02005,1.01992,1.0239,1.02233,1.02627,1.02645,1.01132,1.00793,1.01424,1.01928,1.0233,1.01771,1.01152
"Q6PGQ7",0.90266,0.92091,0.91519,0.88414,0.86686,0.887201537093028,0.90766,0.90148,0.89669,0.90456,0.92072,0.91827,0.87574,0.87351,0.90016,0.88574,0.89055,0.87767,0.88985,0.88374,0.88989,0.85746,0.88718677196759,0.88413,0.89066,0.88269
"Q6PHR2",0.93159,0.93167,0.9383,0.96306,0.88893,0.89623,0.9387,0.93076,0.91921,0.94265,0.93236,0.92932,0.96007,0.95709,0.95994,0.96085,0.95431,0.96582,0.96503,0.9122,0.9022,0.90129,0.91266,0.90695,0.90677,0.8959
"Q6PI26",0.91844,0.93128,0.90684,0.93393,0.87355,0.91608,0.92269,0.92773,0.91486,0.92075,0.9413,0.92632,0.92233,0.9209,0.91083,0.92,0.90995,0.92381,0.93123,0.92812,0.92398,0.90767,0.89653,0.93319,0.91717,0.92217
"Q6PI48",1.10084,1.09266,1.07484,1.08478,1.10048,1.12704,1.09755,1.08499,1.09006,1.0869,1.08241,1.07881,1.08037,1.08091,1.07001,1.07075,1.07431,1.08587,1.09151,1.1013,1.1063,1.11546,1.07511,1.09504,1.12243,1.11344
"Q6PI78",0.93386,0.95388,0.97849,0.90765,0.97757,0.99649,0.9309,0.96485,0.89427,0.96896,0.95011,0.95594,0.92819,0.89775,0.92115,0.89896,0.91425,0.92133,0.90666,0.97059,0.97464,0.97907,0.95655,0.95424,1.00137,0.999
"Q6PI98",0.95061,0.95899,0.94383,0.94748,0.95158,0.96324,0.95173,0.94303,0.96804,0.96485,0.95827,0.96373,0.92791,0.94547,0.95145,0.9519,0.95397,0.94166,0.96054,0.96142,0.95935,0.9606,0.95864,0.95084,0.9628,0.96111
"Q6PID6",0.96294,0.98876,0.9928,0.90467,0.87955,0.89294,0.9905,0.99334,0.9797,1.00595,0.98504,0.99197,0.95875,0.95054,0.96441,0.95435,0.95038,0.95182,0.95057,0.93985,0.89923,0.94226,0.96089,0.93369,0.95999,0.95188
"Q6PII3",0.92607,0.91013,0.92358,0.91837,0.91731,0.91146,0.916623600408236,0.92124,0.93262,0.93911,0.90847,0.91171,0.88618,0.89302,0.92125,0.91014,0.89714,0.88657,0.90519,0.91003,0.90833,0.92261,0.90065,0.90552,0.91743,0.92379
